index;activityName;geography;product;unitName
14615;market for uranium, enriched 3.0%, in fuel element for light water reactor;GLO;uranium, enriched 3.0%, in fuel element for light water reactor;kg
14616;market for uranium, enriched 3.0%, per separative work unit;GLO;uranium, enriched 3.0%, per separative work unit;unit
14617;market for uranium, enriched 3.8%, in fuel element for light water reactor;GLO;uranium, enriched 3.8%, in fuel element for light water reactor;kg
14618;market for uranium, enriched 3.8%, per separative work unit;GLO;uranium, enriched 3.8%, per separative work unit;unit
14619;market for uranium, enriched 3.9%, in fuel element for light water reactor;GLO;uranium, enriched 3.9%, in fuel element for light water reactor;kg
14620;market for uranium, enriched 3.9%, per separative work unit;GLO;uranium, enriched 3.9%, per separative work unit;unit
14621;market for uranium, enriched 4%, in fuel element for light water reactor;GLO;uranium, enriched 4%, in fuel element for light water reactor;kg
14622;market for uranium, enriched 4.0%, per separative work unit;GLO;uranium, enriched 4.0%, per separative work unit;unit
14623;market for uranium, enriched 4.2%, in fuel element for light water reactor;GLO;uranium, enriched 4.2%, in fuel element for light water reactor;kg
14624;market for uranium, enriched 4.2%, per separative work unit;GLO;uranium, enriched 4.2%, per separative work unit;unit
14625;market for uranium, in yellowcake;GLO;uranium, in yellowcake;kg
14626;market for urea;CN;urea;kg
14627;market for urea;RoW;urea;kg
14628;market for urea;RER;urea;kg
14629;market for urea;RNA;urea;kg
14630;market for urea ammonium nitrate mix;CN;urea ammonium nitrate mix;kg
14631;market for urea ammonium nitrate mix;RoW;urea ammonium nitrate mix;kg
14632;market for urea ammonium nitrate mix;RER;urea ammonium nitrate mix;kg
14633;market for urea ammonium nitrate mix;RNA;urea ammonium nitrate mix;kg
14634;market for urea formaldehyde foam slab, hard;GLO;urea formaldehyde foam slab, hard;kg
14635;market for urea formaldehyde foam, in situ foaming;GLO;urea formaldehyde foam, in situ foaming;kg
14636;market for urea formaldehyde resin;RoW;urea formaldehyde resin;kg
14637;market for urea formaldehyde resin;RER;urea formaldehyde resin;kg
14638;market for used IT accessory;GLO;used IT accessory;kg
14639;market for used Li-ion battery;GLO;used Li-ion battery;kg
14640;market for used Ni-metal hydride battery;GLO;used Ni-metal hydride battery;kg
14641;market for used air distribution terminal panel steel, 120 m3/h;CH;used air distribution terminal panel steel, 120 m3/h;unit
14642;market for used air distribution terminal panel steel, 120 m3/h;RoW;used air distribution terminal panel steel, 120 m3/h;unit
14643;market for used air filter central unit, 600 m3/h;CH;used air filter central unit, 600 m3/h;unit
14644;market for used air filter central unit, 600 m3/h;RoW;used air filter central unit, 600 m3/h;unit
14645;market for used air filter decentralized unit, 180-250 m3/h;CH;used air filter decentralized unit, 180-250 m3/h;unit
14646;market for used air filter decentralized unit, 180-250 m3/h;RoW;used air filter decentralized unit, 180-250 m3/h;unit
14647;market for used air filter decentralized unit, 250 m3/h;GLO;used air filter decentralized unit, 250 m3/h;unit
14648;market for used air filter in exhaust air valve;CH;used air filter in exhaust air valve;unit
14649;market for used air filter in exhaust air valve;RoW;used air filter in exhaust air valve;unit
14650;market for used beverage cans;CH;used beverage cans;kg
14651;market for used beverage cans;Europe without Switzerland;used beverage cans;kg
14652;market for used beverage cans;RoW;used beverage cans;kg
14653;market for used bicycle;GLO;used bicycle;unit
14654;market for used blower and heat exchange unit Avent E 97;GLO;used blower and heat exchange unit Avent E 97;unit
14655;market for used blower and heat exchange unit GE 250 RH;GLO;used blower and heat exchange unit GE 250 RH;unit
14656;market for used blower and heat exchange unit KWL 250;GLO;used blower and heat exchange unit KWL 250;unit
14657;market for used blower and heat exchange unit KWLC 1200;GLO;used blower and heat exchange unit KWLC 1200;unit
14658;market for used blower and heat exchange unit Storkair G 90;GLO;used blower and heat exchange unit Storkair G 90;unit
14659;market for used blower and heat exchange unit Twl-700;GLO;used blower and heat exchange unit Twl-700;unit
14660;market for used blower and heat exchange unit central, 600-1200 m3/h;CH;used blower and heat exchange unit central, 600-1200 m3/h;unit
14661;market for used blower and heat exchange unit central, 600-1200 m3/h;RoW;used blower and heat exchange unit central, 600-1200 m3/h;unit
14662;market for used blower and heat exchange unit decentralized, 180-250 m3/h;CH;used blower and heat exchange unit decentralized, 180-250 m3/h;unit
14663;market for used blower and heat exchange unit decentralized, 180-250 m3/h;RoW;used blower and heat exchange unit decentralized, 180-250 m3/h;unit
14664;market for used bus;GLO;used bus;unit
14665;market for used cable;GLO;used cable;kg
14666;market for used capacitor;GLO;used capacitor;kg
14667;market for used cathode ray tube display;GLO;used cathode ray tube display;kg
14668;market for used desktop computer;GLO;used desktop computer;kg
14669;market for used diesel-electric generating set, 18.5kW;GLO;used diesel-electric generating set, 18.5kW;unit
14670;market for used domestic refrigerator;GLO;used domestic refrigerator;unit
14671;market for used door, inner, glass-wood;GLO;used door, inner, glass-wood;m2
14672;market for used door, inner, wood;GLO;used door, inner, wood;m2
14673;market for used door, outer, wood-aluminium;GLO;used door, outer, wood-aluminium;m2
14674;market for used door, outer, wood-glass;GLO;used door, outer, wood-glass;m2
14675;market for used double glazing, U<1.1W/m2K;GLO;used double glazing, U<1.1W/m2K;m2
14676;market for used double glazing, U<1.1W/m2K, laminated safety glass;GLO;used double glazing, U<1.1W/m2K, laminated safety glass;m2
14677;market for used electric bicycle;GLO;used electric bicycle;unit
14678;market for used exhaust air roof hood steel, DN 400;CH;used exhaust air roof hood steel, DN 400;unit
14679;market for used exhaust air roof hood steel, DN 400;RoW;used exhaust air roof hood steel, DN 400;unit
14680;market for used exhaust air valve in-wall housing, plastic/steel;CH;used exhaust air valve in-wall housing, plastic/steel;unit
14681;market for used exhaust air valve in-wall housing, plastic/steel;RoW;used exhaust air valve in-wall housing, plastic/steel;unit
14682;market for used flexible duct aluminium/PET, DN of 125;CH;used flexible duct aluminium/PET, DN of 125;m
14683;market for used flexible duct aluminium/PET, DN of 125;RoW;used flexible duct aluminium/PET, DN of 125;m
14684;market for used fluorescent lamp;GLO;used fluorescent lamp;kg
14685;market for used glider, electric scooter;GLO;used glider, electric scooter;kg
14686;market for used glider, passenger car;GLO;used glider, passenger car;kg
14687;market for used industrial electronic device;CH;used industrial electronic device;kg
14688;market for used industrial electronic device;RoW;used industrial electronic device;kg
14689;market for used insulation spiral-seam duct rockwool, DN 400;CH;used insulation spiral-seam duct rockwool, DN 400;m
14690;market for used insulation spiral-seam duct rockwool, DN 400;RoW;used insulation spiral-seam duct rockwool, DN 400;m
14691;market for used intermodal shipping container, 20-foot;GLO;used intermodal shipping container, 20-foot;unit
14692;market for used intermodal shipping container, 40-foot;GLO;used intermodal shipping container, 40-foot;unit
14693;market for used intermodal shipping container, 40-foot, high-cube;GLO;used intermodal shipping container, 40-foot, high-cube;unit
14694;market for used intermodal shipping container, 45-foot, high-cube;GLO;used intermodal shipping container, 45-foot, high-cube;unit
14695;market for used internal combustion engine, passenger car;GLO;used internal combustion engine, passenger car;kg
14696;market for used laptop computer;GLO;used laptop computer;kg
14697;market for used light commercial vehicle;GLO;used light commercial vehicle;unit
14698;market for used liquid crystal display;GLO;used liquid crystal display;kg
14699;market for used liquid crystal display module;CH;used liquid crystal display module;kg
14700;market for used liquid crystal display module;RoW;used liquid crystal display module;kg
14701;market for used locomotive;GLO;used locomotive;unit
14702;market for used long liner, steel;GLO;used long liner, steel;kg
14703;market for used lorry with refrigeration machine, 16 metric ton;GLO;used lorry with refrigeration machine, 16 metric ton;unit
14704;market for used lorry, 16 metric ton;GLO;used lorry, 16 metric ton;unit
14705;market for used lorry, 28 metric ton;GLO;used lorry, 28 metric ton;unit
14706;market for used lorry, 40 metric ton;GLO;used lorry, 40 metric ton;unit
14707;market for used motor scooter;GLO;used motor scooter;unit
14708;market for used nitrate salts, for solar power application;GLO;used nitrate salts, for solar power application;kg
14709;market for used outside air intake stainless steel, DN 370;CH;used outside air intake stainless steel, DN 370;unit
14710;market for used outside air intake stainless steel, DN 370;RoW;used outside air intake stainless steel, DN 370;unit
14711;market for used perfluoropentane;GLO;used perfluoropentane;kg
14712;market for used powertrain from electric passenger car, manual dismantling;GLO;used powertrain from electric passenger car, manual dismantling;kg
14713;market for used powertrain, electric scooter;GLO;used powertrain, electric scooter;kg
14714;market for used printed wiring boards;GLO;used printed wiring boards;kg
14715;market for used printer, laser;GLO;used printer, laser;kg
14716;market for used purse seiner, steel;GLO;used purse seiner, steel;kg
14717;market for used purse seiner, wood;GLO;used purse seiner, wood;kg
14718;market for used railway track;CH;used railway track;m*year
14719;market for used railway track;RoW;used railway track;m*year
14720;market for used reefer, intermodal shipping container, 40-foot, high-cube;GLO;used reefer, intermodal shipping container, 40-foot, high-cube;unit
14721;market for used refrigerant R12;GLO;used refrigerant R12;kg
14722;market for used refrigerant R134a;GLO;used refrigerant R134a;kg
14723;market for used refrigerant R600a;GLO;used refrigerant R600a;kg
14724;market for used refrigeration machine, R134a as refrigerant;GLO;used refrigeration machine, R134a as refrigerant;unit
14725;market for used refrigeration machine, carbon dioxide, liquid as refrigerant;GLO;used refrigeration machine, carbon dioxide, liquid as refrigerant;unit
14726;market for used room-connecting overflow element steel, approx. 40 m3/h;CH;used room-connecting overflow element steel, approx. 40 m3/h;unit
14727;market for used room-connecting overflow element steel, approx. 40 m3/h;RoW;used room-connecting overflow element steel, approx. 40 m3/h;unit
14728;market for used sealing tape aluminium/PE, 50 mm wide;CH;used sealing tape aluminium/PE, 50 mm wide;m
14729;market for used sealing tape aluminium/PE, 50 mm wide;RoW;used sealing tape aluminium/PE, 50 mm wide;m
14730;market for used silencer steel, DN 125;CH;used silencer steel, DN 125;unit
14731;market for used silencer steel, DN 125;RoW;used silencer steel, DN 125;unit
14732;market for used silencer steel, DN 315;CH;used silencer steel, DN 315;unit
14733;market for used silencer steel, DN 315;RoW;used silencer steel, DN 315;unit
14734;market for used smartphone;GLO;used smartphone;kg
14735;market for used tablet;GLO;used tablet;kg
14736;market for used toner module, laser printer, black/white;GLO;used toner module, laser printer, black/white;kg
14737;market for used toner module, laser printer, colour;GLO;used toner module, laser printer, colour;kg
14738;market for used train, passenger, high-speed;GLO;used train, passenger, high-speed;unit
14739;market for used train, passenger, long-distance;GLO;used train, passenger, long-distance;unit
14740;market for used train, passenger, regional;GLO;used train, passenger, regional;unit
14741;market for used tram;GLO;used tram;unit
14742;market for used trawler, steel;GLO;used trawler, steel;kg
14743;market for used triple glazing, U<0.5W/m2K;GLO;used triple glazing, U<0.5W/m2K;m2
14744;market for used tyre;GLO;used tyre;kg
14745;market for used vegetable cooking oil;GLO;used vegetable cooking oil;kg
14746;market for used vegetable cooking oil, purified;GLO;used vegetable cooking oil, purified;kg
14747;market for used ventilation control and wiring central unit;CH;used ventilation control and wiring central unit;unit
14748;market for used ventilation control and wiring central unit;RoW;used ventilation control and wiring central unit;unit
14749;market for used ventilation control and wiring decentralized unit;CH;used ventilation control and wiring decentralized unit;unit
14750;market for used ventilation control and wiring decentralized unit;RoW;used ventilation control and wiring decentralized unit;unit
14751;market for used window frame, plastic;GLO;used window frame, plastic;m2
14752;market for used window frame, wood;GLO;used window frame, wood;m2
14753;market for used window frame, wood-metal;GLO;used window frame, wood-metal;m2
14754;market for vacuum cleaner;GLO;vacuum cleaner;unit
14755;market for vanilla;GLO;vanilla;kg
