index;activityName;geography;product;unitName
14377;market for transport, freight, light commercial vehicle;ZA;transport, freight, light commercial vehicle;metric ton*km
14378;market for transport, freight, light commercial vehicle, EURO1;ZA;transport, freight, light commercial vehicle, EURO1;metric ton*km
14379;market for transport, freight, light commercial vehicle, EURO2;ZA;transport, freight, light commercial vehicle, EURO2;metric ton*km
14380;market for transport, freight, light commercial vehicle, unregulated;ZA;transport, freight, light commercial vehicle, unregulated;metric ton*km
14381;market for transport, freight, lorry 16-32 metric ton, EURO1;BR;transport, freight, lorry 16-32 metric ton, EURO1;metric ton*km
14382;market for transport, freight, lorry 16-32 metric ton, EURO1;ZA;transport, freight, lorry 16-32 metric ton, EURO1;metric ton*km
14383;market for transport, freight, lorry 16-32 metric ton, EURO2;BR;transport, freight, lorry 16-32 metric ton, EURO2;metric ton*km
14384;market for transport, freight, lorry 16-32 metric ton, EURO2;ZA;transport, freight, lorry 16-32 metric ton, EURO2;metric ton*km
14385;market for transport, freight, lorry 16-32 metric ton, EURO3;BR;transport, freight, lorry 16-32 metric ton, EURO3;metric ton*km
14386;market for transport, freight, lorry 16-32 metric ton, EURO3;RoW;transport, freight, lorry 16-32 metric ton, EURO3;metric ton*km
14387;market for transport, freight, lorry 16-32 metric ton, EURO3;RER;transport, freight, lorry 16-32 metric ton, EURO3;metric ton*km
14388;market for transport, freight, lorry 16-32 metric ton, EURO4;RoW;transport, freight, lorry 16-32 metric ton, EURO4;metric ton*km
14389;market for transport, freight, lorry 16-32 metric ton, EURO4;RER;transport, freight, lorry 16-32 metric ton, EURO4;metric ton*km
14390;market for transport, freight, lorry 16-32 metric ton, EURO5;BR;transport, freight, lorry 16-32 metric ton, EURO5;metric ton*km
14391;market for transport, freight, lorry 16-32 metric ton, EURO5;RoW;transport, freight, lorry 16-32 metric ton, EURO5;metric ton*km
14392;market for transport, freight, lorry 16-32 metric ton, EURO5;RER;transport, freight, lorry 16-32 metric ton, EURO5;metric ton*km
14393;market for transport, freight, lorry 16-32 metric ton, EURO6;RoW;transport, freight, lorry 16-32 metric ton, EURO6;metric ton*km
14394;market for transport, freight, lorry 16-32 metric ton, EURO6;RER;transport, freight, lorry 16-32 metric ton, EURO6;metric ton*km
14395;market for transport, freight, lorry 16-32 metric ton, unregulated;BR;transport, freight, lorry 16-32 metric ton, unregulated;metric ton*km
14396;market for transport, freight, lorry 16-32 metric ton, unregulated;ZA;transport, freight, lorry 16-32 metric ton, unregulated;metric ton*km
14397;market for transport, freight, lorry 28 metric ton, fatty acid methyl ester 100%;CH;transport, freight, lorry 28 metric ton, fatty acid methyl ester 100%;metric ton*km
14398;market for transport, freight, lorry 28 metric ton, fatty acid methyl ester 100%;RoW;transport, freight, lorry 28 metric ton, fatty acid methyl ester 100%;metric ton*km
14399;market for transport, freight, lorry 3.5-7.5 metric ton, EURO1;BR;transport, freight, lorry 3.5-7.5 metric ton, EURO1;metric ton*km
14400;market for transport, freight, lorry 3.5-7.5 metric ton, EURO1;ZA;transport, freight, lorry 3.5-7.5 metric ton, EURO1;metric ton*km
14401;market for transport, freight, lorry 3.5-7.5 metric ton, EURO2;BR;transport, freight, lorry 3.5-7.5 metric ton, EURO2;metric ton*km
14402;market for transport, freight, lorry 3.5-7.5 metric ton, EURO2;ZA;transport, freight, lorry 3.5-7.5 metric ton, EURO2;metric ton*km
14403;market for transport, freight, lorry 3.5-7.5 metric ton, EURO3;BR;transport, freight, lorry 3.5-7.5 metric ton, EURO3;metric ton*km
14404;market for transport, freight, lorry 3.5-7.5 metric ton, EURO3;RoW;transport, freight, lorry 3.5-7.5 metric ton, EURO3;metric ton*km
14405;market for transport, freight, lorry 3.5-7.5 metric ton, EURO3;RER;transport, freight, lorry 3.5-7.5 metric ton, EURO3;metric ton*km
14406;market for transport, freight, lorry 3.5-7.5 metric ton, EURO4;RoW;transport, freight, lorry 3.5-7.5 metric ton, EURO4;metric ton*km
14407;market for transport, freight, lorry 3.5-7.5 metric ton, EURO4;RER;transport, freight, lorry 3.5-7.5 metric ton, EURO4;metric ton*km
14408;market for transport, freight, lorry 3.5-7.5 metric ton, EURO5;BR;transport, freight, lorry 3.5-7.5 metric ton, EURO5;metric ton*km
14409;market for transport, freight, lorry 3.5-7.5 metric ton, EURO5;RoW;transport, freight, lorry 3.5-7.5 metric ton, EURO5;metric ton*km
14410;market for transport, freight, lorry 3.5-7.5 metric ton, EURO5;RER;transport, freight, lorry 3.5-7.5 metric ton, EURO5;metric ton*km
14411;market for transport, freight, lorry 3.5-7.5 metric ton, EURO6;RoW;transport, freight, lorry 3.5-7.5 metric ton, EURO6;metric ton*km
14412;market for transport, freight, lorry 3.5-7.5 metric ton, EURO6;RER;transport, freight, lorry 3.5-7.5 metric ton, EURO6;metric ton*km
14413;market for transport, freight, lorry 3.5-7.5 metric ton, unregulated;BR;transport, freight, lorry 3.5-7.5 metric ton, unregulated;metric ton*km
14414;market for transport, freight, lorry 3.5-7.5 metric ton, unregulated;ZA;transport, freight, lorry 3.5-7.5 metric ton, unregulated;metric ton*km
14415;market for transport, freight, lorry 7.5-16 metric ton, EURO1;BR;transport, freight, lorry 7.5-16 metric ton, EURO1;metric ton*km
14416;market for transport, freight, lorry 7.5-16 metric ton, EURO1;ZA;transport, freight, lorry 7.5-16 metric ton, EURO1;metric ton*km
14417;market for transport, freight, lorry 7.5-16 metric ton, EURO2;BR;transport, freight, lorry 7.5-16 metric ton, EURO2;metric ton*km
14418;market for transport, freight, lorry 7.5-16 metric ton, EURO2;ZA;transport, freight, lorry 7.5-16 metric ton, EURO2;metric ton*km
14419;market for transport, freight, lorry 7.5-16 metric ton, EURO3;BR;transport, freight, lorry 7.5-16 metric ton, EURO3;metric ton*km
14420;market for transport, freight, lorry 7.5-16 metric ton, EURO3;RoW;transport, freight, lorry 7.5-16 metric ton, EURO3;metric ton*km
14421;market for transport, freight, lorry 7.5-16 metric ton, EURO3;RER;transport, freight, lorry 7.5-16 metric ton, EURO3;metric ton*km
14422;market for transport, freight, lorry 7.5-16 metric ton, EURO4;RoW;transport, freight, lorry 7.5-16 metric ton, EURO4;metric ton*km
14423;market for transport, freight, lorry 7.5-16 metric ton, EURO4;RER;transport, freight, lorry 7.5-16 metric ton, EURO4;metric ton*km
14424;market for transport, freight, lorry 7.5-16 metric ton, EURO5;BR;transport, freight, lorry 7.5-16 metric ton, EURO5;metric ton*km
14425;market for transport, freight, lorry 7.5-16 metric ton, EURO5;RoW;transport, freight, lorry 7.5-16 metric ton, EURO5;metric ton*km
14426;market for transport, freight, lorry 7.5-16 metric ton, EURO5;RER;transport, freight, lorry 7.5-16 metric ton, EURO5;metric ton*km
14427;market for transport, freight, lorry 7.5-16 metric ton, EURO6;RoW;transport, freight, lorry 7.5-16 metric ton, EURO6;metric ton*km
14428;market for transport, freight, lorry 7.5-16 metric ton, EURO6;RER;transport, freight, lorry 7.5-16 metric ton, EURO6;metric ton*km
14429;market for transport, freight, lorry 7.5-16 metric ton, unregulated;BR;transport, freight, lorry 7.5-16 metric ton, unregulated;metric ton*km
14430;market for transport, freight, lorry 7.5-16 metric ton, unregulated;ZA;transport, freight, lorry 7.5-16 metric ton, unregulated;metric ton*km
14431;market for transport, freight, lorry >32 metric ton, EURO1;BR;transport, freight, lorry >32 metric ton, EURO1;metric ton*km
14432;market for transport, freight, lorry >32 metric ton, EURO1;ZA;transport, freight, lorry >32 metric ton, EURO1;metric ton*km
14433;market for transport, freight, lorry >32 metric ton, EURO2;BR;transport, freight, lorry >32 metric ton, EURO2;metric ton*km
14434;market for transport, freight, lorry >32 metric ton, EURO2;ZA;transport, freight, lorry >32 metric ton, EURO2;metric ton*km
14435;market for transport, freight, lorry >32 metric ton, EURO3;BR;transport, freight, lorry >32 metric ton, EURO3;metric ton*km
14436;market for transport, freight, lorry >32 metric ton, EURO3;RoW;transport, freight, lorry >32 metric ton, EURO3;metric ton*km
14437;market for transport, freight, lorry >32 metric ton, EURO3;RER;transport, freight, lorry >32 metric ton, EURO3;metric ton*km
14438;market for transport, freight, lorry >32 metric ton, EURO4;RoW;transport, freight, lorry >32 metric ton, EURO4;metric ton*km
14439;market for transport, freight, lorry >32 metric ton, EURO4;RER;transport, freight, lorry >32 metric ton, EURO4;metric ton*km
14440;market for transport, freight, lorry >32 metric ton, EURO5;BR;transport, freight, lorry >32 metric ton, EURO5;metric ton*km
14441;market for transport, freight, lorry >32 metric ton, EURO5;RoW;transport, freight, lorry >32 metric ton, EURO5;metric ton*km
14442;market for transport, freight, lorry >32 metric ton, EURO5;RER;transport, freight, lorry >32 metric ton, EURO5;metric ton*km
14443;market for transport, freight, lorry >32 metric ton, EURO6;RoW;transport, freight, lorry >32 metric ton, EURO6;metric ton*km
14444;market for transport, freight, lorry >32 metric ton, EURO6;RER;transport, freight, lorry >32 metric ton, EURO6;metric ton*km
14445;market for transport, freight, lorry >32 metric ton, unregulated;BR;transport, freight, lorry >32 metric ton, unregulated;metric ton*km
14446;market for transport, freight, lorry >32 metric ton, unregulated;ZA;transport, freight, lorry >32 metric ton, unregulated;metric ton*km
14447;market for transport, freight, lorry with reefer, cooling;GLO;transport, freight, lorry with reefer, cooling;metric ton*km
14448;market for transport, freight, lorry with reefer, freezing;GLO;transport, freight, lorry with reefer, freezing;metric ton*km
14449;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO3, R134a refrigerant, cooling;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO3, R134a refrigerant, cooling;metric ton*km
14450;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO3, R134a refrigerant, freezing;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO3, R134a refrigerant, freezing;metric ton*km
14451;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO3, carbon dioxide, liquid refr(...)_11;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO3, carbon dioxide, liquid refrigerant, freezing;metric ton*km
14452;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO3, carbon dioxide, liquid refri(...)_1;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO3, carbon dioxide, liquid refrigerant, cooling;metric ton*km
14453;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO4, R134a refrigerant, cooling;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO4, R134a refrigerant, cooling;metric ton*km
14454;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO4, R134a refrigerant, freezing;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO4, R134a refrigerant, freezing;metric ton*km
14455;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO4, carbon dioxide, liquid refr(...)_10;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO4, carbon dioxide, liquid refrigerant, freezing;metric ton*km
14456;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO4, carbon dioxide, liquid refri(...)_2;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO4, carbon dioxide, liquid refrigerant, cooling;metric ton*km
14457;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO5, R134a refrigerant, cooling;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO5, R134a refrigerant, cooling;metric ton*km
14458;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO5, R134a refrigerant, freezing;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO5, R134a refrigerant, freezing;metric ton*km
14459;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO5, carbon dioxide, liquid refri(...)_3;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO5, carbon dioxide, liquid refrigerant, cooling;metric ton*km
14460;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO5, carbon dioxide, liquid refri(...)_7;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO5, carbon dioxide, liquid refrigerant, freezing;metric ton*km
14461;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO6, R134a refrigerant, cooling;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO6, R134a refrigerant, cooling;metric ton*km
14462;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO6, R134a refrigerant, freezing;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO6, R134a refrigerant, freezing;metric ton*km
14463;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO6, carbon dioxide, liquid refr(...)_13;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO6, carbon dioxide, liquid refrigerant, freezing;metric ton*km
14464;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO6, carbon dioxide, liquid refri(...)_5;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO6, carbon dioxide, liquid refrigerant, cooling;metric ton*km
14465;market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO3, R134a refrigerant, cooling;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO3, R134a refrigerant, cooling;metric ton*km
14466;market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO3, R134a refrigerant, freezing;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO3, R134a refrigerant, freezing;metric ton*km
14467;market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO3, carbon dioxide, liquid refri(...)_14;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO3, carbon dioxide, liquid refrigerant, freezing;metric ton*km
14468;market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO3, carbon dioxide, liquid refrig(...)_4;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO3, carbon dioxide, liquid refrigerant, cooling;metric ton*km
14469;market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO4, R134a refrigerant, cooling;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO4, R134a refrigerant, cooling;metric ton*km
14470;market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO4, R134a refrigerant, freezing;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO4, R134a refrigerant, freezing;metric ton*km
14471;market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO4, carbon dioxide, liquid refri(...)_12;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO4, carbon dioxide, liquid refrigerant, freezing;metric ton*km
14472;market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO4, carbon dioxide, liquid refrig(...)_6;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO4, carbon dioxide, liquid refrigerant, cooling;metric ton*km
14473;market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO5, R134a refrigerant, cooling;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO5, R134a refrigerant, cooling;metric ton*km
14474;market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO5, R134a refrigerant, freezing;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO5, R134a refrigerant, freezing;metric ton*km
14475;market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO5, carbon dioxide, liquid refri(...)_16;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO5, carbon dioxide, liquid refrigerant, freezing;metric ton*km
14476;market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO5, carbon dioxide, liquid refrig(...)_8;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO5, carbon dioxide, liquid refrigerant, cooling;metric ton*km
14477;market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO6, R134a refrigerant, cooling;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO6, R134a refrigerant, cooling;metric ton*km
14478;market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO6, R134a refrigerant, freezing;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO6, R134a refrigerant, freezing;metric ton*km
14479;market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO6, carbon dioxide, liquid refri(...)_15;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO6, carbon dioxide, liquid refrigerant, freezing;metric ton*km
14480;market for transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO6, carbon dioxide, liquid refrig(...)_9;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO6, carbon dioxide, liquid refrigerant, cooling;metric ton*km
14481;market for transport, freight, lorry with refrigeration machine, cooling;GLO;transport, freight, lorry with refrigeration machine, cooling;metric ton*km
14482;market for transport, freight, lorry with refrigeration machine, freezing;GLO;transport, freight, lorry with refrigeration machine, freezing;metric ton*km
14483;market for transport, freight, lorry, unspecified;BR;transport, freight, lorry, unspecified;metric ton*km
14484;market for transport, freight, lorry, unspecified;RoW;transport, freight, lorry, unspecified;metric ton*km
14485;market for transport, freight, lorry, unspecified;RER;transport, freight, lorry, unspecified;metric ton*km
14486;market for transport, freight, lorry, unspecified;ZA;transport, freight, lorry, unspecified;metric ton*km
14487;market for transport, freight, sea, bulk carrier for dry goods;GLO;transport, freight, sea, bulk carrier for dry goods;metric ton*km
14488;market for transport, freight, sea, container ship;GLO;transport, freight, sea, container ship;metric ton*km
14489;market for transport, freight, sea, container ship with reefer, cooling;GLO;transport, freight, sea, container ship with reefer, cooling;metric ton*km
14490;market for transport, freight, sea, container ship with reefer, freezing;GLO;transport, freight, sea, container ship with reefer, freezing;metric ton*km
14491;market for transport, freight, sea, ferry;GLO;transport, freight, sea, ferry;metric ton*km
14492;market for transport, freight, sea, tanker for liquefied natural gas;GLO;transport, freight, sea, tanker for liquefied natural gas;metric ton*km
14493;market for transport, freight, sea, tanker for liquid goods other than petroleum and liquefied natural gas;GLO;transport, freight, sea, tanker for liquid goods other than petroleum and liquefied natural gas;metric ton*km
14494;market for transport, freight, sea, tanker for petroleum;GLO;transport, freight, sea, tanker for petroleum;metric ton*km
14495;market for transport, freight, train with reefer, cooling;GLO;transport, freight, train with reefer, cooling;metric ton*km
14496;market for transport, freight, train with reefer, freezing;GLO;transport, freight, train with reefer, freezing;metric ton*km
14497;market for transport, helicopter;GLO;transport, helicopter;hour
14498;market for transport, helicopter, LTO cycle;GLO;transport, helicopter, LTO cycle;unit
14499;market for transport, passenger aircraft, long haul;GLO;transport, passenger aircraft, long haul;person*km
14500;market for transport, passenger aircraft, medium haul;GLO;transport, passenger aircraft, medium haul;person*km
14501;market for transport, passenger aircraft, short haul;GLO;transport, passenger aircraft, short haul;person*km
14502;market for transport, passenger aircraft, unspecified;GLO;transport, passenger aircraft, unspecified;person*km
14503;market for transport, passenger aircraft, very short haul;GLO;transport, passenger aircraft, very short haul;person*km
14504;market for transport, passenger car;RoW;transport, passenger car;km
14505;market for transport, passenger car;RER;transport, passenger car;km
14506;market for transport, passenger car with internal combustion engine;RoW;transport, passenger car with internal combustion engine;km
14507;market for transport, passenger car with internal combustion engine;RER;transport, passenger car with internal combustion engine;km
14508;market for transport, passenger car, EURO 3;RoW;transport, passenger car, EURO 3;km
14509;market for transport, passenger car, EURO 3;RER;transport, passenger car, EURO 3;km
14510;market for transport, passenger car, EURO 4;RoW;transport, passenger car, EURO 4;km
14511;market for transport, passenger car, EURO 4;RER;transport, passenger car, EURO 4;km
14512;market for transport, passenger car, EURO 5;RoW;transport, passenger car, EURO 5;km
14513;market for transport, passenger car, EURO 5;RER;transport, passenger car, EURO 5;km
14514;market for transport, passenger car, electric;GLO;transport, passenger car, electric;km
14515;market for transport, passenger car, large size, diesel, EURO 3;GLO;transport, passenger car, large size, diesel, EURO 3;km
14516;market for transport, passenger car, large size, diesel, EURO 4;GLO;transport, passenger car, large size, diesel, EURO 4;km
14517;market for transport, passenger car, large size, diesel, EURO 5;GLO;transport, passenger car, large size, diesel, EURO 5;km
14518;market for transport, passenger car, large size, natural gas, EURO 3;GLO;transport, passenger car, large size, natural gas, EURO 3;km
14519;market for transport, passenger car, large size, natural gas, EURO 4;GLO;transport, passenger car, large size, natural gas, EURO 4;km
14520;market for transport, passenger car, large size, natural gas, EURO 5;GLO;transport, passenger car, large size, natural gas, EURO 5;km
14521;market for transport, passenger car, large size, petrol, EURO 3;GLO;transport, passenger car, large size, petrol, EURO 3;km
14522;market for transport, passenger car, large size, petrol, EURO 4;GLO;transport, passenger car, large size, petrol, EURO 4;km
14523;market for transport, passenger car, large size, petrol, EURO 5;GLO;transport, passenger car, large size, petrol, EURO 5;km
14524;market for transport, passenger car, medium size, diesel, EURO 3;GLO;transport, passenger car, medium size, diesel, EURO 3;km
14525;market for transport, passenger car, medium size, diesel, EURO 4;GLO;transport, passenger car, medium size, diesel, EURO 4;km
14526;market for transport, passenger car, medium size, diesel, EURO 5;GLO;transport, passenger car, medium size, diesel, EURO 5;km
14527;market for transport, passenger car, medium size, liquefied petroleum gas, EURO 5;GLO;transport, passenger car, medium size, liquefied petroleum gas, EURO 5;km
14528;market for transport, passenger car, medium size, natural gas, EURO 3;GLO;transport, passenger car, medium size, natural gas, EURO 3;km
14529;market for transport, passenger car, medium size, natural gas, EURO 4;GLO;transport, passenger car, medium size, natural gas, EURO 4;km
14530;market for transport, passenger car, medium size, natural gas, EURO 5;GLO;transport, passenger car, medium size, natural gas, EURO 5;km
14531;market for transport, passenger car, medium size, petrol, EURO 3;GLO;transport, passenger car, medium size, petrol, EURO 3;km
14532;market for transport, passenger car, medium size, petrol, EURO 4;GLO;transport, passenger car, medium size, petrol, EURO 4;km
14533;market for transport, passenger car, medium size, petrol, EURO 5;GLO;transport, passenger car, medium size, petrol, EURO 5;km
14534;market for transport, passenger car, small size, diesel, EURO 3;GLO;transport, passenger car, small size, diesel, EURO 3;km
14535;market for transport, passenger car, small size, diesel, EURO 4;GLO;transport, passenger car, small size, diesel, EURO 4;km
14536;market for transport, passenger car, small size, diesel, EURO 5;GLO;transport, passenger car, small size, diesel, EURO 5;km
14537;market for transport, passenger car, small size, natural gas, EURO 3;GLO;transport, passenger car, small size, natural gas, EURO 3;km
14538;market for transport, passenger car, small size, natural gas, EURO 4;GLO;transport, passenger car, small size, natural gas, EURO 4;km
14539;market for transport, passenger car, small size, natural gas, EURO 5;GLO;transport, passenger car, small size, natural gas, EURO 5;km
14540;market for transport, passenger car, small size, petrol, EURO 3;GLO;transport, passenger car, small size, petrol, EURO 3;km
14541;market for transport, passenger car, small size, petrol, EURO 4;GLO;transport, passenger car, small size, petrol, EURO 4;km
14542;market for transport, passenger car, small size, petrol, EURO 5;GLO;transport, passenger car, small size, petrol, EURO 5;km
14543;market for transport, passenger coach;GLO;transport, passenger coach;person*km
14544;market for transport, passenger train;GLO;transport, passenger train;person*km
14545;market for transport, passenger, bicycle;GLO;transport, passenger, bicycle;person*km
14546;market for transport, passenger, electric bicycle;GLO;transport, passenger, electric bicycle;person*km
14547;market for transport, passenger, electric bicycle, electricity from renewable energy products;GLO;transport, passenger, electric bicycle, electricity from renewable energy products;person*km
14548;market for transport, passenger, electric scooter;GLO;transport, passenger, electric scooter;km
14549;market for transport, passenger, motor scooter;GLO;transport, passenger, motor scooter;person*km
14550;market for transport, pipeline, long distance, natural gas;RoW;transport, pipeline, long distance, natural gas;metric ton*km
14551;market for transport, pipeline, long distance, natural gas;RER;transport, pipeline, long distance, natural gas;metric ton*km
14552;market for transport, pipeline, offshore, long distance, natural gas;GLO;transport, pipeline, offshore, long distance, natural gas;metric ton*km
14553;market for transport, pipeline, offshore, petroleum;GLO;transport, pipeline, offshore, petroleum;metric ton*km
14554;market for transport, pipeline, onshore, long distance, natural gas;GLO;transport, pipeline, onshore, long distance, natural gas;metric ton*km
14555;market for transport, pipeline, onshore, petroleum;RoW;transport, pipeline, onshore, petroleum;metric ton*km
14556;market for transport, pipeline, onshore, petroleum;RER;transport, pipeline, onshore, petroleum;metric ton*km
14557;market for transport, regular bus;GLO;transport, regular bus;person*km
14558;market for transport, tractor and trailer, agricultural;CH;transport, tractor and trailer, agricultural;metric ton*km
14559;market for transport, tractor and trailer, agricultural;RoW;transport, tractor and trailer, agricultural;metric ton*km
14560;market for transport, tram;GLO;transport, tram;person*km
14561;market for transport, trolleybus;GLO;transport, trolleybus;person*km
14562;market for trawler maintenance, steel;GLO;trawler maintenance, steel;kg
14563;market for trawler, steel;GLO;trawler, steel;kg
14564;market for tree seedling, for planting;RoW;tree seedling, for planting;unit
14565;market for tree seedling, for planting;RER;tree seedling, for planting;unit
14566;market for trellis system, wooden poles, soft wood, tar impregnated;GLO;trellis system, wooden poles, soft wood, tar impregnated;ha
14567;market for triazine-compound;GLO;triazine-compound;kg
14568;market for trichloroacetic acid;RoW;trichloroacetic acid;kg
14569;market for trichloroacetic acid;RER;trichloroacetic acid;kg
14570;market for trichloroborane;GLO;trichloroborane;kg
14571;market for trichloroethylene;GLO;trichloroethylene;kg
14572;market for trichloropropane;RoW;trichloropropane;kg
14573;market for trichloropropane;RER;trichloropropane;kg
14574;market for triclopyr;GLO;triclopyr;kg
14575;market for triethanolamine;GLO;triethanolamine;kg
14576;market for triethyl amine;GLO;triethyl amine;kg
14577;market for triethylene glycol;RoW;triethylene glycol;kg
14578;market for triethylene glycol;RER;triethylene glycol;kg
14579;market for trifluoroacetic acid;RoW;trifluoroacetic acid;kg
14580;market for trifluoroacetic acid;RER;trifluoroacetic acid;kg
14581;market for trifluoromethane;GLO;trifluoromethane;kg
14582;market for trimesoyl chloride;GLO;trimesoyl chloride;kg
14583;market for trimethyl borate;GLO;trimethyl borate;kg
14584;market for trimethylamine;RoW;trimethylamine;kg
14585;market for trimethylamine;RER;trimethylamine;kg
14586;market for trinexapac-ethyl;GLO;trinexapac-ethyl;kg
14587;market for triphenyl phosphate;GLO;triphenyl phosphate;kg
14588;market for triple superphosphate;RoW;triple superphosphate;kg
14589;market for triple superphosphate;RER;triple superphosphate;kg
14590;market for tris(2,4-ditert-butylphenyl) phosphite;GLO;tris(2,4-ditert-butylphenyl) phosphite;kg
14591;market for trisodium phosphate;GLO;trisodium phosphate;kg
14592;market for trout;GLO;trout;kg
14593;market for trout feed, 42% protein;GLO;trout feed, 42% protein;kg
14594;market for tube insulation factory;GLO;tube insulation factory;unit
14595;market for tube insulation, elastomere;GLO;tube insulation, elastomere;kg
14596;market for tubular particleboard;RoW;tubular particleboard;m3
14597;market for tubular particleboard;RER;tubular particleboard;m3
14598;market for tungsten carbide powder;GLO;tungsten carbide powder;kg
14599;market for tungsten concentrate;GLO;tungsten concentrate;kg
14600;market for turpentine;GLO;turpentine;kg
14601;market for tyre wear emissions, lorry;GLO;tyre wear emissions, lorry;kg
14602;market for tyre wear emissions, passenger car;GLO;tyre wear emissions, passenger car;kg
14603;market for ultrafiltration module;GLO;ultrafiltration module;unit
14604;market for ultraviolet lamp;GLO;ultraviolet lamp;unit
14605;market for unreinforced concrete, 15MPa;CH;unreinforced concrete, 15MPa;m3
14606;market for uranium conversion facility;GLO;uranium conversion facility;unit
14607;market for uranium enrichment centrifuge facility;GLO;uranium enrichment centrifuge facility;unit
14608;market for uranium enrichment diffusion facility;GLO;uranium enrichment diffusion facility;unit
14609;market for uranium hexafluoride;CN;uranium hexafluoride;kg
14610;market for uranium hexafluoride;RoW;uranium hexafluoride;kg
14611;market for uranium hexafluoride;US;uranium hexafluoride;kg
14612;market for uranium mill;GLO;uranium mill;unit
14613;market for uranium ore, as U;GLO;uranium ore, as U;kg
14614;market for uranium tailing, non-radioactive emission;GLO;uranium tailing, non-radioactive emission;m3
